# well_id: KUB-MON-004-RAIN
# location: Elrado Somagama Tea Estate- Lunugala
# recorded_at: 17-09-2026 12:31 (site local time)
# units: hourly rainfall in mm (a missing row means no rain in that hour)
date,time,value
23-10-2022,23:30,1.5
24-10-2022,00:30,1.5
24-10-2022,01:30,1.5
25-10-2022,14:30,2.5
30-10-2022,09:30,1
30-10-2022,10:30,0.5
30-10-2022,11:30,7
30-10-2022,12:30,1.5
30-10-2022,16:30,0.5
30-10-2022,17:30,15
30-10-2022,18:30,4.5
30-10-2022,19:30,0.5
31-10-2022,13:30,11.5
31-10-2022,14:30,30
31-10-2022,15:30,30.5
31-10-2022,16:30,0.5
31-10-2022,17:30,1
01-11-2022,11:30,0.5
01-11-2022,12:30,0.5
01-11-2022,13:30,1
02-11-2022,09:30,3
02-11-2022,10:30,0.5
02-11-2022,12:30,3.5
02-11-2022,13:30,1.5
02-11-2022,20:30,0.5
03-11-2022,11:30,18.5
03-11-2022,12:30,2.5
03-11-2022,13:30,1
03-11-2022,14:30,1.5
03-11-2022,16:30,0.5
04-11-2022,04:30,0.5
04-11-2022,11:30,7
04-11-2022,12:30,6.5
04-11-2022,13:30,1
04-11-2022,14:30,1
04-11-2022,15:30,26.5
04-11-2022,16:30,4.5
04-11-2022,17:30,3.5
04-11-2022,18:30,2.5
04-11-2022,19:30,1.5
04-11-2022,20:30,1
04-11-2022,21:30,0.5
05-11-2022,08:30,0.5
05-11-2022,09:30,7.5
05-11-2022,10:30,8.5
05-11-2022,11:30,14
05-11-2022,12:30,4
05-11-2022,13:30,4.5
05-11-2022,14:30,9
05-11-2022,15:30,5
05-11-2022,18:30,0.5
05-11-2022,20:30,0.5
06-11-2022,02:30,0.5
07-11-2022,15:30,0.5
07-11-2022,22:30,1.5
07-11-2022,23:30,0.5
08-11-2022,00:30,1
08-11-2022,02:30,1
08-11-2022,14:30,14
08-11-2022,15:30,2
08-11-2022,22:30,5.5
08-11-2022,23:30,3.5
09-11-2022,00:30,2
09-11-2022,02:30,1
09-11-2022,03:30,1.5
09-11-2022,04:30,1.5
09-11-2022,07:30,0.5
09-11-2022,19:30,1
11-11-2022,12:30,0.5
11-11-2022,16:30,0.5
12-11-2022,09:30,20.5
12-11-2022,10:30,5
12-11-2022,12:30,20.5
12-11-2022,13:30,3.5
12-11-2022,14:30,4.5
12-11-2022,15:30,2
12-11-2022,16:30,2
12-11-2022,17:30,2
12-11-2022,18:30,0.5
13-11-2022,05:30,0.5
13-11-2022,13:30,18.5
13-11-2022,15:30,54.5
13-11-2022,16:30,3
13-11-2022,21:30,0.5
14-11-2022,11:30,2.5
14-11-2022,12:30,0.5
14-11-2022,21:30,1.5
14-11-2022,22:30,1
15-11-2022,02:30,0.5
15-11-2022,12:30,1.5
16-11-2022,12:30,15
16-11-2022,13:30,28.5
16-11-2022,14:30,0.5
26-11-2022,15:30,5
26-11-2022,16:30,5.5
26-11-2022,17:30,7.5
26-11-2022,18:30,29
26-11-2022,19:30,2.5
27-11-2022,00:30,0.5
27-11-2022,09:30,0.5
27-11-2022,13:30,14
27-11-2022,14:30,9.5
27-11-2022,15:30,11
27-11-2022,16:30,4
02-12-2022,02:30,1.5
02-12-2022,10:30,2.5
02-12-2022,11:30,16.5
02-12-2022,12:30,0.5
02-12-2022,14:30,0.5
02-12-2022,15:30,7
03-12-2022,04:30,0.5
03-12-2022,09:30,10
03-12-2022,11:30,3
03-12-2022,12:30,0.5
03-12-2022,13:30,8
03-12-2022,17:30,0.5
04-12-2022,09:30,0.5
04-12-2022,10:30,0.5
04-12-2022,11:30,8.5
04-12-2022,13:30,1
05-12-2022,00:30,0.5
05-12-2022,09:30,7
05-12-2022,10:30,5.5
05-12-2022,11:30,6
06-12-2022,03:30,1.5
08-12-2022,02:30,1
08-12-2022,12:30,0.5
09-12-2022,12:30,0.5
09-12-2022,13:30,0.5
10-12-2022,00:30,0.5
10-12-2022,01:30,1.5
10-12-2022,02:30,0.5
10-12-2022,06:30,0.5
13-12-2022,12:30,2
13-12-2022,13:30,1
14-12-2022,01:30,0.5
14-12-2022,12:30,1.5
14-12-2022,18:30,0.5
15-12-2022,10:30,1.5
15-12-2022,12:30,0.5
17-12-2022,00:30,1
17-12-2022,08:30,3
17-12-2022,09:30,4
17-12-2022,10:30,9
17-12-2022,13:30,2
17-12-2022,14:30,9
17-12-2022,15:30,0.5
17-12-2022,21:30,0.5
18-12-2022,03:30,0.5
18-12-2022,08:30,1
18-12-2022,09:30,5.5
18-12-2022,10:30,0.5
18-12-2022,12:30,2
18-12-2022,13:30,2
18-12-2022,14:30,3
18-12-2022,15:30,8.5
18-12-2022,16:30,3
18-12-2022,18:30,1.5
18-12-2022,19:30,1
18-12-2022,22:30,0.5
19-12-2022,00:30,14
19-12-2022,01:30,3
19-12-2022,02:30,1
19-12-2022,03:30,14
19-12-2022,04:30,2.5
19-12-2022,08:30,0.5
19-12-2022,09:30,0.5
19-12-2022,10:30,4.5
19-12-2022,11:30,5
19-12-2022,16:30,0.5
19-12-2022,17:30,1
19-12-2022,19:30,0.5
19-12-2022,22:30,0.5
20-12-2022,07:30,0.5
20-12-2022,09:30,27.5
20-12-2022,10:30,27
20-12-2022,11:30,7
20-12-2022,12:30,1.5
20-12-2022,13:30,0.5
20-12-2022,15:30,0.5
20-12-2022,18:30,0.5
20-12-2022,19:30,0.5
21-12-2022,04:30,9
21-12-2022,05:30,1
21-12-2022,07:30,0.5
21-12-2022,09:30,4
21-12-2022,10:30,2.5
21-12-2022,11:30,0.5
22-12-2022,09:30,1
22-12-2022,10:30,0.5
22-12-2022,11:30,1.5
22-12-2022,12:30,1.5
22-12-2022,13:30,2.5
22-12-2022,14:30,1.5
22-12-2022,15:30,3
22-12-2022,16:30,0.5
22-12-2022,17:30,0.5
23-12-2022,15:30,0.5
24-12-2022,08:30,2
24-12-2022,20:30,0.5
24-12-2022,21:30,1.5
24-12-2022,22:30,0.5
25-12-2022,00:30,1.5
25-12-2022,01:30,3
25-12-2022,02:30,5.5
25-12-2022,03:30,6
25-12-2022,04:30,3.5
25-12-2022,05:30,3
25-12-2022,06:30,0.5
25-12-2022,13:30,0.5
25-12-2022,14:30,1
25-12-2022,15:30,2
25-12-2022,16:30,1
25-12-2022,21:30,0.5
28-12-2022,20:30,0.5
04-01-2023,17:30,0.5
04-01-2023,18:30,0.5
04-01-2023,19:30,0.5
04-01-2023,20:30,0.5
05-01-2023,09:30,2
05-01-2023,10:30,1
05-01-2023,12:30,2
05-01-2023,13:30,3.5
05-01-2023,16:30,1
05-01-2023,17:30,0.5
05-01-2023,18:30,6.5
05-01-2023,20:30,0.5
05-01-2023,23:30,2.5
06-01-2023,08:30,0.5
06-01-2023,09:30,3
06-01-2023,10:30,2.5
06-01-2023,12:30,2.5
06-01-2023,13:30,2.5
06-01-2023,15:30,0.5
06-01-2023,17:30,0.5
07-01-2023,00:30,2
07-01-2023,02:30,1
07-01-2023,06:30,5.5
07-01-2023,07:30,5
07-01-2023,10:30,18.5
07-01-2023,11:30,0.5
07-01-2023,15:30,0.5
07-01-2023,16:30,0.5
07-01-2023,17:30,8
07-01-2023,19:30,0.5
07-01-2023,21:30,4.5
07-01-2023,22:30,0.5
08-01-2023,03:30,0.5
08-01-2023,06:30,0.5
08-01-2023,07:30,2.5
08-01-2023,08:30,0.5
08-01-2023,09:30,1
08-01-2023,10:30,0.5
08-01-2023,11:30,0.5
08-01-2023,17:30,0.5
08-01-2023,18:30,0.5
08-01-2023,22:30,0.5
15-01-2023,14:30,5.5
15-01-2023,15:30,0.5
16-01-2023,13:30,0.5
16-01-2023,14:30,0.5
16-01-2023,16:30,3.5
16-01-2023,17:30,4
16-01-2023,18:30,6.5
16-01-2023,19:30,0.5
16-01-2023,20:30,0.5
16-01-2023,21:30,7.5
16-01-2023,22:30,3
16-01-2023,23:30,0.5
