# well_id: KUB-MON-004-RAIN
# location: Elrado Somagama Tea Estate- Lunugala
# recorded_at: 17-09-2026 12:31 (site local time)
# units: hourly rainfall in mm (a missing row means no rain in that hour)
date,time,value
17-01-2023,00:30,17
17-01-2023,01:30,9.5
17-01-2023,05:30,0.5
17-01-2023,08:30,2.5
17-01-2023,09:30,11.5
17-01-2023,10:30,4
18-01-2023,00:30,0.5
21-01-2023,06:30,1
21-01-2023,07:30,0.5
21-01-2023,09:30,0.5
21-01-2023,10:30,0.5
21-01-2023,11:30,4.5
21-01-2023,12:30,0.5
21-01-2023,13:30,3
21-01-2023,14:30,2
21-01-2023,15:30,0.5
21-01-2023,17:30,2.5
21-01-2023,18:30,2
21-01-2023,19:30,1.5
21-01-2023,20:30,0.5
21-01-2023,21:30,4
21-01-2023,22:30,2.5
21-01-2023,23:30,4
22-01-2023,00:30,0.5
22-01-2023,04:30,0.5
22-01-2023,13:30,0.5
22-01-2023,15:30,0.5
23-01-2023,02:30,0.5
23-01-2023,04:30,1
23-01-2023,08:30,1
23-01-2023,09:30,0.5
23-01-2023,18:30,2
23-01-2023,19:30,0.5
23-01-2023,22:30,1.5
23-01-2023,23:30,0.5
24-01-2023,00:30,5
24-01-2023,03:30,0.5
24-01-2023,05:30,0.5
24-01-2023,17:30,0.5
24-01-2023,18:30,1.5
24-01-2023,19:30,0.5
27-01-2023,05:30,0.5
27-01-2023,06:30,1.5
27-01-2023,07:30,1.5
27-01-2023,13:30,5.5
27-01-2023,14:30,2.5
27-01-2023,15:30,4.5
27-01-2023,16:30,3
27-01-2023,17:30,1
27-01-2023,18:30,0.5
27-01-2023,20:30,0.5
27-01-2023,23:30,0.5
30-01-2023,10:30,0.5
30-01-2023,11:30,1
31-01-2023,09:30,1
31-01-2023,10:30,0.5
31-01-2023,14:30,0.5
01-02-2023,04:30,0.5
02-02-2023,07:30,0.5
02-02-2023,08:30,2
02-02-2023,09:30,21
02-02-2023,10:30,10
02-02-2023,11:30,4
02-02-2023,12:30,1.5
02-02-2023,13:30,4
02-02-2023,17:30,1.5
02-02-2023,18:30,3
02-02-2023,19:30,11
02-02-2023,20:30,39
02-02-2023,21:30,1
02-02-2023,22:30,7.5
02-02-2023,23:30,7.5
03-02-2023,00:30,4
03-02-2023,01:30,0.5
03-02-2023,02:30,2.5
03-02-2023,03:30,4
03-02-2023,04:30,1.5
03-02-2023,05:30,2.5
03-02-2023,06:30,1
03-02-2023,07:30,22.5
03-02-2023,08:30,12
03-02-2023,09:30,1
03-02-2023,10:30,4.5
03-02-2023,11:30,3.5
03-02-2023,12:30,4.5
03-02-2023,13:30,1.5
03-02-2023,14:30,2.5
03-02-2023,17:30,0.5
04-02-2023,09:30,1.5
04-02-2023,10:30,8.5
04-02-2023,17:30,6.5
04-02-2023,19:30,0.5
05-02-2023,01:30,0.5
05-02-2023,22:30,0.5
06-02-2023,02:30,1.5
06-02-2023,03:30,1
06-02-2023,06:30,0.5
06-02-2023,12:30,4.5
06-02-2023,15:30,0.5
06-02-2023,18:30,0.5
06-02-2023,22:30,0.5
06-02-2023,23:30,7.5
07-02-2023,00:30,0.5
07-02-2023,01:30,3.5
07-02-2023,02:30,0.5
07-02-2023,03:30,5.5
07-02-2023,09:30,1
07-02-2023,10:30,7.5
07-02-2023,13:30,6.5
07-02-2023,17:30,0.5
10-02-2023,11:30,0.5
10-02-2023,14:30,0.5
18-02-2023,11:30,30.5
18-02-2023,15:30,1
18-02-2023,19:30,3
18-02-2023,20:30,16.5
18-02-2023,21:30,2
18-02-2023,22:30,0.5
18-02-2023,23:30,2.5
19-02-2023,00:30,7.5
19-02-2023,01:30,7
19-02-2023,02:30,5
19-02-2023,03:30,5
19-02-2023,04:30,2
19-02-2023,06:30,3.5
19-02-2023,07:30,2.5
19-02-2023,08:30,2.5
19-02-2023,09:30,0.5
19-02-2023,10:30,2.5
19-02-2023,11:30,5
19-02-2023,12:30,4
19-02-2023,13:30,8.5
19-02-2023,14:30,5
19-02-2023,15:30,10
19-02-2023,16:30,16.5
19-02-2023,17:30,3.5
19-02-2023,18:30,2.5
19-02-2023,19:30,4
19-02-2023,21:30,2.5
19-02-2023,22:30,2.5
19-02-2023,23:30,0.5
20-02-2023,00:30,0.5
20-02-2023,01:30,0.5
20-02-2023,02:30,3
20-02-2023,03:30,4.5
20-02-2023,04:30,2.5
20-02-2023,05:30,19
20-02-2023,06:30,10
20-02-2023,11:30,3
20-02-2023,12:30,0.5
20-02-2023,13:30,7
20-02-2023,14:30,0.5
20-02-2023,15:30,0.5
20-02-2023,16:30,0.5
20-02-2023,17:30,0.5
21-02-2023,02:30,0.5
21-02-2023,14:30,1
21-02-2023,15:30,0.5
21-02-2023,19:30,0.5
22-02-2023,02:30,0.5
27-02-2023,13:30,2
27-02-2023,14:30,2.5
27-02-2023,15:30,4
27-02-2023,16:30,5
27-02-2023,22:30,0.5
28-02-2023,04:30,8
28-02-2023,05:30,0.5
28-02-2023,07:30,0.5
28-02-2023,08:30,5.5
28-02-2023,10:30,11
28-02-2023,12:30,5.5
28-02-2023,13:30,0.5
28-02-2023,14:30,2.5
28-02-2023,15:30,0.5
28-02-2023,16:30,4.5
28-02-2023,17:30,8
28-02-2023,18:30,4.5
28-02-2023,20:30,0.5
28-02-2023,21:30,6.5
01-03-2023,00:30,2.5
01-03-2023,01:30,1
01-03-2023,03:30,10.5
01-03-2023,04:30,5.5
01-03-2023,05:30,0.5
01-03-2023,07:30,0.5
03-03-2023,11:30,0.5
03-03-2023,12:30,10
03-03-2023,13:30,0.5
03-03-2023,20:30,1
03-03-2023,22:30,0.5
04-03-2023,06:30,0.5
04-03-2023,08:30,3
04-03-2023,14:30,0.5
04-03-2023,15:30,4
04-03-2023,20:30,0.5
05-03-2023,03:30,2.5
05-03-2023,04:30,0.5
05-03-2023,05:30,1
05-03-2023,06:30,0.5
05-03-2023,14:30,5
05-03-2023,21:30,0.5
06-03-2023,10:30,8.5
06-03-2023,11:30,1.5
06-03-2023,12:30,2
08-03-2023,02:30,0.5
08-03-2023,09:30,0.5
08-03-2023,11:30,5.5
09-03-2023,10:30,0.5
10-03-2023,03:30,14.5
10-03-2023,04:30,5.5
10-03-2023,21:30,2.5
10-03-2023,22:30,0.5
11-03-2023,00:30,2
11-03-2023,01:30,2.5
11-03-2023,03:30,0.5
11-03-2023,10:30,15
11-03-2023,19:30,0.5
11-03-2023,22:30,1
11-03-2023,23:30,14.5
12-03-2023,01:30,0.5
12-03-2023,08:30,7
12-03-2023,09:30,5
12-03-2023,10:30,3
12-03-2023,14:30,0.5
12-03-2023,22:30,0.5
13-03-2023,11:30,0.5
13-03-2023,14:30,0.5
14-03-2023,12:30,2.5
14-03-2023,13:30,0.5
14-03-2023,23:30,0.5
15-03-2023,13:30,9
15-03-2023,14:30,59.5
15-03-2023,15:30,12.5
15-03-2023,16:30,0.5
16-03-2023,01:30,0.5
16-03-2023,21:30,0.5
17-03-2023,02:30,0.5
18-03-2023,12:30,4
18-03-2023,13:30,19.5
18-03-2023,14:30,1.5
18-03-2023,17:30,0.5
19-03-2023,03:30,0.5
19-03-2023,12:30,2
19-03-2023,13:30,3
19-03-2023,14:30,0.5
19-03-2023,18:30,1.5
20-03-2023,01:30,0.5
20-03-2023,06:30,5
20-03-2023,07:30,2.5
20-03-2023,10:30,1
20-03-2023,11:30,1
21-03-2023,14:30,33.5
21-03-2023,15:30,0.5
21-03-2023,17:30,0.5
21-03-2023,20:30,0.5
22-03-2023,13:30,14.5
22-03-2023,14:30,13.5
22-03-2023,19:30,0.5
23-03-2023,12:30,14
23-03-2023,13:30,2
23-03-2023,14:30,3.5
23-03-2023,21:30,0.5
30-03-2023,14:30,2
30-03-2023,15:30,3.5
30-03-2023,17:30,0.5
30-03-2023,23:30,0.5
01-04-2023,13:30,3
01-04-2023,14:30,2.5
01-04-2023,15:30,8
01-04-2023,16:30,2
01-04-2023,20:30,0.5
03-04-2023,14:30,59.5
03-04-2023,15:30,8
03-04-2023,17:30,0.5
04-04-2023,01:30,0.5
07-04-2023,03:30,0.5
08-04-2023,12:30,0.5
08-04-2023,13:30,21
08-04-2023,14:30,11
08-04-2023,15:30,0.5
08-04-2023,22:30,0.5
15-04-2023,13:30,18.5
15-04-2023,14:30,29.5
15-04-2023,21:30,0.5
17-04-2023,15:30,1.5
17-04-2023,16:30,12.5
17-04-2023,19:30,0.5
18-04-2023,02:30,0.5
22-04-2023,11:30,10
22-04-2023,12:30,2
22-04-2023,15:30,1
23-04-2023,14:30,10.5
23-04-2023,15:30,1
23-04-2023,16:30,0.5
23-04-2023,21:30,0.5
24-04-2023,13:30,56
24-04-2023,14:30,6
24-04-2023,15:30,1
25-04-2023,00:30,0.5
25-04-2023,09:30,0.5
26-04-2023,10:30,2.5
26-04-2023,11:30,1
26-04-2023,12:30,18
26-04-2023,13:30,17
26-04-2023,14:30,3
26-04-2023,23:30,0.5
27-04-2023,13:30,1.5
27-04-2023,14:30,0.5
28-04-2023,02:30,0.5
28-04-2023,05:30,0.5
28-04-2023,14:30,7.5
28-04-2023,15:30,15
28-04-2023,16:30,3
28-04-2023,17:30,1
28-04-2023,18:30,0.5
29-04-2023,00:30,0.5
29-04-2023,01:30,0.5
29-04-2023,09:30,3.5
29-04-2023,10:30,22
29-04-2023,11:30,2
29-04-2023,12:30,1
29-04-2023,13:30,0.5
30-04-2023,13:30,4.5
30-04-2023,14:30,2.5
30-04-2023,15:30,4
